"cpv_code","cpv_label","level","division_code","division_label","parent_code","parent_label","category","related_concepts","embedding_text"
"14740000-0","Molybdenum, technetium, ruthenium and rhodium","4","14000000-1","Mining, basic metals and related products","14700000-8","Basic metals","Basic metals","molybdenum; technetium; ruthenium; rhodium","CPV code: 14740000-0
Label: Molybdenum, technetium, ruthenium and rhodium
Category: Basic metals
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Basic metals > Molybdenum, technetium, ruthenium and rhodium
Related concepts: molybdenum; technetium; ruthenium; rhodium"
"14750000-3","Cadmium, lutetium, hafnium, tantalum and tungsten","4","14000000-1","Mining, basic metals and related products","14700000-8","Basic metals","Basic metals","cadmium; lutetium; hafnium; tantalum; tungsten","CPV code: 14750000-3
Label: Cadmium, lutetium, hafnium, tantalum and tungsten
Category: Basic metals
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Basic metals > Cadmium, lutetium, hafnium, tantalum and tungsten
Related concepts: cadmium; lutetium; hafnium; tantalum; tungsten"
"14760000-6","Iridium, gallium, indium, thallium and barium","4","14000000-1","Mining, basic metals and related products","14700000-8","Basic metals","Basic metals","iridium; gallium; indium; thallium; barium","CPV code: 14760000-6
Label: Iridium, gallium, indium, thallium and barium
Category: Basic metals
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Basic metals > Iridium, gallium, indium, thallium and barium
Related concepts: iridium; gallium; indium; thallium; barium"
"14770000-9","Caesium, strontium, rubidium and calcium","4","14000000-1","Mining, basic metals and related products","14700000-8","Basic metals","Basic metals","caesium; strontium; rubidium; calcium","CPV code: 14770000-9
Label: Caesium, strontium, rubidium and calcium
Category: Basic metals
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Basic metals > Caesium, strontium, rubidium and calcium
Related concepts: caesium; strontium; rubidium; calcium"
"14780000-2","Potassium, magnesium, sodium and lithium","4","14000000-1","Mining, basic metals and related products","14700000-8","Basic metals","Basic metals","potassium; magnesium; sodium; lithium","CPV code: 14780000-2
Label: Potassium, magnesium, sodium and lithium
Category: Basic metals
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Basic metals > Potassium, magnesium, sodium and lithium
Related concepts: potassium; magnesium; sodium; lithium"
"14790000-5","Niobium, osmium, rhenium and palladium","4","14000000-1","Mining, basic metals and related products","14700000-8","Basic metals","Basic metals","niobium; osmium; rhenium; palladium","CPV code: 14790000-5
Label: Niobium, osmium, rhenium and palladium
Category: Basic metals
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Basic metals > Niobium, osmium, rhenium and palladium
Related concepts: niobium; osmium; rhenium; palladium"
"14800000-9","Miscellaneous non-metallic mineral products","3","14000000-1","Mining, basic metals and related products","14000000-1","Mining, basic metals and related products","Mining, basic metals and related products","abrasive; glass; fibreglass; non; metallic; mineral","CPV code: 14800000-9
Label: Miscellaneous non-metallic mineral products
Category: Mining, basic metals and related products
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Miscellaneous non-metallic mineral products
Related concepts: abrasive; glass; fibreglass; non; metallic; mineral"
"14810000-2","Abrasive products","4","14000000-1","Mining, basic metals and related products","14800000-9","Miscellaneous non-metallic mineral products","Miscellaneous non-metallic mineral products","millstones; grindstones; grinding; wheels; abrasive; powder; grain; artificial","CPV code: 14810000-2
Label: Abrasive products
Category: Miscellaneous non-metallic mineral products
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Miscellaneous non-metallic mineral products > Abrasive products
Related concepts: millstones; grindstones; grinding; wheels; abrasive; powder; grain; artificial"
"14820000-5","Glass","4","14000000-1","Mining, basic metals and related products","14800000-9","Miscellaneous non-metallic mineral products","Miscellaneous non-metallic mineral products","abrasive; fibreglass; glass","CPV code: 14820000-5
Label: Glass
Category: Miscellaneous non-metallic mineral products
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Miscellaneous non-metallic mineral products > Glass
Related concepts: abrasive; fibreglass; glass"
"14830000-8","Fibreglass","4","14000000-1","Mining, basic metals and related products","14800000-9","Miscellaneous non-metallic mineral products","Miscellaneous non-metallic mineral products","abrasive; glass; fibreglass","CPV code: 14830000-8
Label: Fibreglass
Category: Miscellaneous non-metallic mineral products
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Miscellaneous non-metallic mineral products > Fibreglass
Related concepts: abrasive; glass; fibreglass"
"14900000-0","Recovered secondary raw materials","3","14000000-1","Mining, basic metals and related products","14000000-1","Mining, basic metals and related products","Mining, basic metals and related products","recovered; secondary; metal; raw; materials; non; ash; residues","CPV code: 14900000-0
Label: Recovered secondary raw materials
Category: Mining, basic metals and related products
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Recovered secondary raw materials
Related concepts: recovered; secondary; metal; raw; materials; non; ash; residues"
"14910000-3","Recovered secondary metal raw materials","4","14000000-1","Mining, basic metals and related products","14900000-0","Recovered secondary raw materials","Recovered secondary raw materials","recovered; secondary; non; metal; raw; materials; ash; residues","CPV code: 14910000-3
Label: Recovered secondary metal raw materials
Category: Recovered secondary raw materials
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Recovered secondary raw materials > Recovered secondary metal raw materials
Related concepts: recovered; secondary; non; metal; raw; materials; ash; residues"
"14920000-6","Recovered secondary non-metal raw materials","4","14000000-1","Mining, basic metals and related products","14900000-0","Recovered secondary raw materials","Recovered secondary raw materials","recovered; secondary; metal; raw; materials; ash; residues; containing; non","CPV code: 14920000-6
Label: Recovered secondary non-metal raw materials
Category: Recovered secondary raw materials
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Recovered secondary raw materials > Recovered secondary non-metal raw materials
Related concepts: recovered; secondary; metal; raw; materials; ash; residues; containing; non"
"14930000-9","Ash and residues containing metals","4","14000000-1","Mining, basic metals and related products","14900000-0","Recovered secondary raw materials","Recovered secondary raw materials","recovered; secondary; metal; raw; materials; non; ash; residues; containing; metals","CPV code: 14930000-9
Label: Ash and residues containing metals
Category: Recovered secondary raw materials
Division: Mining, basic metals and related products
Hierarchy: Mining, basic metals and related products > Recovered secondary raw materials > Ash and residues containing metals
Related concepts: recovered; secondary; metal; raw; materials; non; ash; residues; containing; metals"
"15000000-8","Food, beverages, tobacco and related products","2","15000000-8","Food, beverages, tobacco and related products","","","Food, beverages, tobacco and related products","animal; meat; prepared; preserved; fish; fruit; vegetables; vegetable; food; beverages","CPV code: 15000000-8
Label: Food, beverages, tobacco and related products
Category: Food, beverages, tobacco and related products
Division: Food, beverages, tobacco and related products
Hierarchy: Food, beverages, tobacco and related products
Related concepts: animal; meat; prepared; preserved; fish; fruit; vegetables; vegetable; food; beverages"
"15100000-9","Animal products, meat and meat products","3","15000000-8","Food, beverages, tobacco and related products","15000000-8","Food, beverages, tobacco and related products","Food, beverages, tobacco and related products","meat; animal","CPV code: 15100000-9
Label: Animal products, meat and meat products
Category: Food, beverages, tobacco and related products
Division: Food, beverages, tobacco and related products
Hierarchy: Food, beverages, tobacco and related products > Animal products, meat and meat products
Related concepts: meat; animal"
